participant,item,condition,slider.response,my_rs,total_residuals,unique_item_no,trials.thisN,session,half,literacy,age_textbox.text,gender_slider.response,difference
84,37,A_exp1,0.424074074,0.846363636,53.4,145,109,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.42228956199999995
84,3,B_exp1,0.112962963,0.235909091,97.87,10,110,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.12294612799999999
84,4,B_exp1,0.112962963,0.253863636,97.45,14,111,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.140900673
84,19,A_exp1,0.02962963,0.523181818,86.21,73,112,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.49355218799999995
84,25,B_exp1,0.111111111,0.630909091,78.2,98,113,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.51979798
84,28,C_exp1,0.212962963,0.684772727,73.36,111,114,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.471809764
84,13,A_exp1,0.283333333,0.415454545,91.98,49,115,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.132121212
84,30,B_exp1,0.283333333,0.720681818,69.76,118,116,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.43734848499999995
84,10,D_exp1,NA,0.361590909,94.23,40,117,62c6ea9fd92fa80e574d913f,Second,19,25,M,NA
84,7,B_exp1,0.080555556,0.307727273,96.03,26,118,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.22717171700000002
84,29,C_exp1,0.533333333,0.702727273,71.6,115,120,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.16939394000000008
84,17,B_exp1,0.343518519,0.487272727,88.33,66,121,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.143754208
84,4,C_exp1,0.269444444,0.253863636,97.45,15,122,62c6ea9fd92fa80e574d913f,Second,19,25,M,-0.015580808000000002
84,43,B_exp1,0.903703704,0.954090909,30.04,170,123,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.050387205000000046
84,3,D_exp1,0.19537037,0.235909091,97.87,12,124,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.040538721
84,29,A_exp1,0.461111111,0.702727273,71.6,113,125,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.24161616200000002
84,12,B_exp1,0.241666667,0.3975,92.82,46,126,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.15583333300000002
84,44,B_exp1,0.927777778,0.972045455,23.65,174,127,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.044267676999999894
84,26,D_exp1,0.674074074,0.648863636,76.62,104,128,62c6ea9fd92fa80e574d913f,Second,19,25,M,-0.025210438
84,14,D_exp1,0.175925926,0.433409091,91.2,56,129,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.257483165
84,21,B_exp1,0.214814815,0.559090909,83.77,82,130,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.34427609400000003
84,19,D_exp1,0.102777778,0.523181818,86.21,76,131,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.42040404
84,18,D_exp1,0.102777778,0.505227273,87.36,72,132,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.40244949500000005
84,2,D_exp1,0.102777778,0.217954545,98.2,8,133,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.115176767
84,37,D_exp1,0.425925926,0.846363636,53.4,148,134,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.42043770999999996
84,27,D_exp1,0.502777778,0.666818182,75.05,108,135,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.16404040399999997
84,1,A_exp1,0.262037037,0.2,98.47,1,136,62c6ea9fd92fa80e574d913f,Second,19,25,M,-0.06203703699999996
84,42,D_exp1,0.813888889,0.936136364,35.25,168,137,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.122247475
84,30,C_exp1,0.559259259,0.720681818,69.76,119,138,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.16142255900000002
84,13,B_exp1,0.248148148,0.415454545,91.98,50,139,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.167306397
84,35,C_exp1,0.509259259,0.810454545,58.87,139,140,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.301195286
84,10,B_exp1,0.236111111,0.361590909,94.23,38,141,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.125479798
84,32,B_exp1,0.480555556,0.756590909,65.73,126,142,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.27603535300000004
84,36,C_exp1,0.480555556,0.828409091,56.22,143,143,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.34785353500000005
84,1,C_exp1,0.308333333,0.2,98.47,3,144,62c6ea9fd92fa80e574d913f,Second,19,25,M,-0.10833333299999998
84,33,C_exp1,0.498148148,0.774545455,63.57,131,145,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.27639730700000004
84,2,B_exp1,0.146296296,0.217954545,98.2,6,146,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.07165824900000001
84,44,D_exp1,0.913888889,0.972045455,23.65,176,147,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.058156565999999965
84,31,A_exp1,0.472222222,0.738636364,67.86,121,148,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.26641414199999996
84,5,B_exp1,0.053703704,0.271818182,96.99,18,149,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.21811447800000003
84,25,A_exp1,0.378703704,0.630909091,78.2,97,150,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.25220538700000006
84,35,D_exp1,0.501851852,0.810454545,58.87,140,151,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.308602693
84,37,C_exp1,0.506481481,0.846363636,53.4,147,152,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.33988215499999996
84,34,A_exp1,0.506481481,0.7925,61.29,133,153,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.28601851899999997
84,40,A_exp1,0.613888889,0.900227273,43.56,157,154,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.286338384
84,37,B_exp1,0.611111111,0.846363636,53.4,146,155,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.23525252499999993
84,18,A_exp1,0.223148148,0.505227273,87.36,69,156,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.28207912500000004
84,10,A_exp1,0.144444444,0.361590909,94.23,37,157,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.217146465
84,43,C_exp1,0.764814815,0.954090909,30.04,171,158,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.189276094
84,39,B_exp1,0.694444444,0.882272727,47.19,154,159,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.18782828299999998
84,38,C_exp1,0.925,0.864318182,50.47,151,160,62c6ea9fd92fa80e574d913f,Second,19,25,M,-0.060681818000000054
84,34,B_exp1,0.547222222,0.7925,61.29,134,162,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.24527777799999995
84,24,D_exp1,0.301851852,0.612954545,79.66,96,163,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.31110269300000004
84,9,D_exp1,0.058333333,0.343636364,94.9,36,164,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.28530303100000004
84,34,D_exp1,0.475925926,0.7925,61.29,136,165,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.316574074
84,14,C_exp1,0.32962963,0.433409091,91.2,55,166,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.10377946100000002
84,7,D_exp1,0.215740741,0.307727273,96.03,28,167,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.09198653200000001
84,30,D_exp1,0.399074074,0.720681818,69.76,120,168,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.321607744
84,42,C_exp1,0.735185185,0.936136364,35.25,167,169,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.20095117900000004
84,4,A_exp1,0.093518519,0.253863636,97.45,13,171,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.160345117
84,40,D_exp1,0.712962963,0.900227273,43.56,160,172,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.1872643100000001
84,29,B_exp1,0.468518519,0.702727273,71.6,114,173,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.23420875400000002
84,45,D_exp1,0.918518519,0.99,14.13,180,174,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.07148148099999996
84,38,B_exp1,0.687962963,0.864318182,50.47,150,175,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.17635521899999995
84,25,C_exp1,0.37037037,0.630909091,78.2,99,176,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.26053872100000003
84,16,C_exp1,0.307407407,0.469318182,89.4,63,177,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.16191077499999995
84,11,D_exp1,0.171296296,0.379545455,93.55,44,178,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.208249159
84,23,B_exp1,0.190740741,0.595,81.13,90,179,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.404259259
84,40,C_exp1,0.577777778,0.900227273,43.56,159,180,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.3224494950000001
84,38,A_exp1,0.553703704,0.864318182,50.47,149,181,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.31061447799999997
84,39,D_exp1,0.668518519,0.882272727,47.19,156,182,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.213754208
84,16,D_exp1,0.196296296,0.469318182,89.4,64,183,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.273021886
84,11,A_exp1,0.201851852,0.379545455,93.55,41,184,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.17769360299999998
84,5,C_exp1,0.213888889,0.271818182,96.99,19,185,62c6ea9fd92fa80e574d913f,Second,19,25,M,0.05792929300000002
100,17,D_exp1,0.136111111,0.487272727,88.33,68,0,62c6e9af92b231de69f69b42,First,20,20,M,0.351161616
100,32,A_exp1,0.507407407,0.756590909,65.73,125,1,62c6e9af92b231de69f69b42,First,20,20,M,0.24918350200000006
100,30,D_exp1,0.425925926,0.720681818,69.76,120,2,62c6e9af92b231de69f69b42,First,20,20,M,0.29475589199999996
100,7,D_exp1,0.108333333,0.307727273,96.03,28,3,62c6e9af92b231de69f69b42,First,20,20,M,0.19939394000000002
100,22,B_exp1,0.235185185,0.577045455,82.45,86,4,62c6e9af92b231de69f69b42,First,20,20,M,0.3418602700000001
100,6,A_exp1,0.105555556,0.289772727,96.58,21,5,62c6e9af92b231de69f69b42,First,20,20,M,0.184217171
100,8,A_exp1,0.096296296,0.325681818,95.52,29,6,62c6e9af92b231de69f69b42,First,20,20,M,0.229385522
100,10,B_exp1,0.172222222,0.361590909,94.23,38,7,62c6e9af92b231de69f69b42,First,20,20,M,0.189368687
100,31,C_exp1,0.439814815,0.738636364,67.86,123,8,62c6e9af92b231de69f69b42,First,20,20,M,0.29882154899999996
100,24,B_exp1,0.302777778,0.612954545,79.66,94,9,62c6e9af92b231de69f69b42,First,20,20,M,0.310176767
100,5,C_exp1,0.187962963,0.271818182,96.99,19,10,62c6e9af92b231de69f69b42,First,20,20,M,0.08385521900000001
100,4,A_exp1,0.173148148,0.253863636,97.45,13,11,62c6e9af92b231de69f69b42,First,20,20,M,0.080715488
100,7,B_exp1,0.162962963,0.307727273,96.03,26,12,62c6e9af92b231de69f69b42,First,20,20,M,0.14476431000000003
100,23,B_exp1,0.202777778,0.595,81.13,90,13,62c6e9af92b231de69f69b42,First,20,20,M,0.392222222
100,12,D_exp1,0.175925926,0.3975,92.82,48,14,62c6e9af92b231de69f69b42,First,20,20,M,0.221574074
100,21,C_exp1,0.160185185,0.559090909,83.77,83,15,62c6e9af92b231de69f69b42,First,20,20,M,0.398905724
100,33,C_exp1,0.59537037,0.774545455,63.57,131,16,62c6e9af92b231de69f69b42,First,20,20,M,0.179175085
100,9,B_exp1,0.182407407,0.343636364,94.9,34,17,62c6e9af92b231de69f69b42,First,20,20,M,0.16122895700000003
100,15,B_exp1,0.167592593,0.451363636,90.29,58,18,62c6e9af92b231de69f69b42,First,20,20,M,0.283771043
100,17,B_exp1,0.159259259,0.487272727,88.33,66,19,62c6e9af92b231de69f69b42,First,20,20,M,0.32801346800000003
100,26,C_exp1,0.378703704,0.648863636,76.62,103,20,62c6e9af92b231de69f69b42,First,20,20,M,0.270159932
100,19,A_exp1,0.182407407,0.523181818,86.21,73,21,62c6e9af92b231de69f69b42,First,20,20,M,0.34077441099999994
100,10,A_exp1,0.185185185,0.361590909,94.23,37,22,62c6e9af92b231de69f69b42,First,20,20,M,0.176405724
100,20,C_exp1,0.175,0.541136364,85.04,79,23,62c6e9af92b231de69f69b42,First,20,20,M,0.366136364
100,11,B_exp1,0.187037037,0.379545455,93.55,42,24,62c6e9af92b231de69f69b42,First,20,20,M,0.192508418
100,13,D_exp1,0.212962963,0.415454545,91.98,52,25,62c6e9af92b231de69f69b42,First,20,20,M,0.202491582
100,21,B_exp1,0.206481481,0.559090909,83.77,82,26,62c6e9af92b231de69f69b42,First,20,20,M,0.35260942800000006
100,26,A_exp1,0.206481481,0.648863636,76.62,101,27,62c6e9af92b231de69f69b42,First,20,20,M,0.442382155
100,28,B_exp1,0.261111111,0.684772727,73.36,110,28,62c6e9af92b231de69f69b42,First,20,20,M,0.423661616
100,36,B_exp1,0.45,0.828409091,56.22,142,29,62c6e9af92b231de69f69b42,First,20,20,M,0.37840909100000003
100,10,C_exp1,0.137962963,0.361590909,94.23,39,30,62c6e9af92b231de69f69b42,First,20,20,M,0.22362794600000002
100,37,D_exp1,0.508333333,0.846363636,53.4,148,31,62c6e9af92b231de69f69b42,First,20,20,M,0.3380303029999999
100,43,B_exp1,0.814814815,0.954090909,30.04,170,32,62c6e9af92b231de69f69b42,First,20,20,M,0.13927609400000007
100,41,B_exp1,0.735185185,0.918181818,39.66,162,33,62c6e9af92b231de69f69b42,First,20,20,M,0.18299663300000002
100,44,B_exp1,0.902777778,0.972045455,23.65,174,34,62c6e9af92b231de69f69b42,First,20,20,M,0.06926767699999992
100,9,C_exp1,0.202777778,0.343636364,94.9,35,35,62c6e9af92b231de69f69b42,First,20,20,M,0.14085858600000004
100,19,D_exp1,0.199074074,0.523181818,86.21,76,36,62c6e9af92b231de69f69b42,First,20,20,M,0.324107744
100,11,D_exp1,0.199074074,0.379545455,93.55,44,37,62c6e9af92b231de69f69b42,First,20,20,M,0.180471381
100,8,B_exp1,0.199074074,0.325681818,95.52,30,38,62c6e9af92b231de69f69b42,First,20,20,M,0.12660774400000002
100,5,A_exp1,0.199074074,0.271818182,96.99,17,39,62c6e9af92b231de69f69b42,First,20,20,M,0.07274410800000003
100,41,D_exp1,0.599074074,0.918181818,39.66,164,40,62c6e9af92b231de69f69b42,First,20,20,M,0.31910774399999997
100,1,A_exp1,0.194444444,0.2,98.47,1,41,62c6e9af92b231de69f69b42,First,20,20,M,0.005555556000000017
100,30,A_exp1,0.269444444,0.720681818,69.76,117,42,62c6e9af92b231de69f69b42,First,20,20,M,0.45123737399999997
100,5,D_exp1,0.146296296,0.271818182,96.99,20,43,62c6e9af92b231de69f69b42,First,20,20,M,0.12552188600000003
100,42,A_exp1,0.658333333,0.936136364,35.25,165,44,62c6e9af92b231de69f69b42,First,20,20,M,0.27780303100000003
100,15,C_exp1,0.200925926,0.451363636,90.29,59,45,62c6e9af92b231de69f69b42,First,20,20,M,0.25043771000000004
100,9,A_exp1,0.205555556,0.343636364,94.9,33,46,62c6e9af92b231de69f69b42,First,20,20,M,0.13808080800000003
100,44,D_exp1,0.909259259,0.972045455,23.65,176,47,62c6e9af92b231de69f69b42,First,20,20,M,0.0627861959999999
100,38,B_exp1,0.751851852,0.864318182,50.47,150,48,62c6e9af92b231de69f69b42,First,20,20,M,0.11246632999999995
100,15,A_exp1,0.19537037,0.451363636,90.29,57,49,62c6e9af92b231de69f69b42,First,20,20,M,0.25599326600000005
100,1,C_exp1,0.064814815,0.2,98.47,3,50,62c6e9af92b231de69f69b42,First,20,20,M,0.135185185
100,35,D_exp1,0.597222222,0.810454545,58.87,140,51,62c6e9af92b231de69f69b42,First,20,20,M,0.21323232300000006
100,28,D_exp1,0.37037037,0.684772727,73.36,112,52,62c6e9af92b231de69f69b42,First,20,20,M,0.314402357
100,37,A_exp1,0.37037037,0.846363636,53.4,145,53,62c6e9af92b231de69f69b42,First,20,20,M,0.47599326599999997
100,39,A_exp1,0.37037037,0.882272727,47.19,153,54,62c6e9af92b231de69f69b42,First,20,20,M,0.5119023570000001
100,6,B_exp1,0.189814815,0.289772727,96.58,22,55,62c6e9af92b231de69f69b42,First,20,20,M,0.09995791200000001
100,26,D_exp1,0.190740741,0.648863636,76.62,104,56,62c6e9af92b231de69f69b42,First,20,20,M,0.458122895
100,14,A_exp1,0.190740741,0.433409091,91.2,53,57,62c6e9af92b231de69f69b42,First,20,20,M,0.24266835000000003
100,45,A_exp1,0.948148148,0.99,14.13,177,58,62c6e9af92b231de69f69b42,First,20,20,M,0.04185185199999997
100,29,C_exp1,0.330555556,0.702727273,71.6,115,59,62c6e9af92b231de69f69b42,First,20,20,M,0.37217171700000007
100,16,B_exp1,0.231481481,0.469318182,89.4,62,60,62c6e9af92b231de69f69b42,First,20,20,M,0.23783670099999998
100,31,D_exp1,0.231481481,0.738636364,67.86,124,61,62c6e9af92b231de69f69b42,First,20,20,M,0.507154883
100,34,C_exp1,0.372222222,0.7925,61.29,135,62,62c6e9af92b231de69f69b42,First,20,20,M,0.420277778
100,34,B_exp1,0.372222222,0.7925,61.29,134,63,62c6e9af92b231de69f69b42,First,20,20,M,0.420277778
100,9,D_exp1,0.198148148,0.343636364,94.9,36,64,62c6e9af92b231de69f69b42,First,20,20,M,0.14548821600000003
100,32,B_exp1,0.346296296,0.756590909,65.73,126,65,62c6e9af92b231de69f69b42,First,20,20,M,0.41029461300000003
100,33,B_exp1,0.346296296,0.774545455,63.57,130,66,62c6e9af92b231de69f69b42,First,20,20,M,0.42824915900000005
100,27,A_exp1,0.293518519,0.666818182,75.05,105,67,62c6e9af92b231de69f69b42,First,20,20,M,0.373299663
100,45,B_exp1,0.949074074,0.99,14.13,178,68,62c6e9af92b231de69f69b42,First,20,20,M,0.040925926
100,44,C_exp1,0.837962963,0.972045455,23.65,175,69,62c6e9af92b231de69f69b42,First,20,20,M,0.134082492
100,35,C_exp1,0.635185185,0.810454545,58.87,139,70,62c6e9af92b231de69f69b42,First,20,20,M,0.17526936000000004
100,4,B_exp1,0.168518519,0.253863636,97.45,14,71,62c6e9af92b231de69f69b42,First,20,20,M,0.085345117
100,19,C_exp1,0.168518519,0.523181818,86.21,75,72,62c6e9af92b231de69f69b42,First,20,20,M,0.35466329899999993
100,27,B_exp1,0.168518519,0.666818182,75.05,106,73,62c6e9af92b231de69f69b42,First,20,20,M,0.49829966299999995
100,31,A_exp1,0.168518519,0.738636364,67.86,121,74,62c6e9af92b231de69f69b42,First,20,20,M,0.570117845
100,29,D_exp1,0.168518519,0.702727273,71.6,116,75,62c6e9af92b231de69f69b42,First,20,20,M,0.534208754
100,25,C_exp1,0.168518519,0.630909091,78.2,99,76,62c6e9af92b231de69f69b42,First,20,20,M,0.462390572
100,32,D_exp1,0.331481481,0.756590909,65.73,128,77,62c6e9af92b231de69f69b42,First,20,20,M,0.425109428
100,20,B_exp1,0.32962963,0.541136364,85.04,78,78,62c6e9af92b231de69f69b42,First,20,20,M,0.21150673399999997
100,18,D_exp1,0.275925926,0.505227273,87.36,72,79,62c6e9af92b231de69f69b42,First,20,20,M,0.22930134700000004
100,26,B_exp1,0.275925926,0.648863636,76.62,102,80,62c6e9af92b231de69f69b42,First,20,20,M,0.37293771
100,39,D_exp1,0.513888889,0.882272727,47.19,156,81,62c6e9af92b231de69f69b42,First,20,20,M,0.3683838380000001
100,43,C_exp1,0.815740741,0.954090909,30.04,171,82,62c6e9af92b231de69f69b42,First,20,20,M,0.138350168
100,13,C_exp1,0.278703704,0.415454545,91.98,51,83,62c6e9af92b231de69f69b42,First,20,20,M,0.136750841
100,2,A_exp1,0.278703704,0.217954545,98.2,5,84,62c6e9af92b231de69f69b42,First,20,20,M,-0.060749159
100,2,C_exp1,0.262037037,0.217954545,98.2,7,85,62c6e9af92b231de69f69b42,First,20,20,M,-0.04408249199999997
100,40,A_exp1,0.639814815,0.900227273,43.56,157,86,62c6e9af92b231de69f69b42,First,20,20,M,0.260412458
100,1,D_exp1,0.307407407,0.2,98.47,4,87,62c6e9af92b231de69f69b42,First,20,20,M,-0.10740740700000001
100,4,D_exp1,0.307407407,0.253863636,97.45,16,88,62c6e9af92b231de69f69b42,First,20,20,M,-0.05354377100000002
100,43,D_exp1,0.82962963,0.954090909,30.04,172,89,62c6e9af92b231de69f69b42,First,20,20,M,0.12446127900000004
100,6,D_exp1,0.380555556,0.289772727,96.58,24,90,62c6e9af92b231de69f69b42,First,20,20,M,-0.09078282900000001
100,4,C_exp1,0.289814815,0.253863636,97.45,15,91,62c6e9af92b231de69f69b42,First,20,20,M,-0.035951179
100,42,C_exp1,0.625925926,0.936136364,35.25,167,92,62c6e9af92b231de69f69b42,First,20,20,M,0.31021043800000003
100,33,A_exp1,0.464814815,0.774545455,63.57,129,93,62c6e9af92b231de69f69b42,Second,20,20,M,0.30973064000000006
100,16,C_exp1,0.342592593,0.469318182,89.4,63,94,62c6e9af92b231de69f69b42,Second,20,20,M,0.12672558899999997
100,24,A_exp1,0.333333333,0.612954545,79.66,93,95,62c6e9af92b231de69f69b42,Second,20,20,M,0.279621212
100,42,D_exp1,0.622222222,0.936136364,35.25,168,96,62c6e9af92b231de69f69b42,Second,20,20,M,0.313914142
100,28,A_exp1,0.352777778,0.684772727,73.36,109,97,62c6e9af92b231de69f69b42,Second,20,20,M,0.33199494900000004
100,22,D_exp1,0.352777778,0.577045455,82.45,88,98,62c6e9af92b231de69f69b42,Second,20,20,M,0.22426767700000005
100,16,A_exp1,0.352777778,0.469318182,89.4,61,99,62c6e9af92b231de69f69b42,Second,20,20,M,0.11654040399999999
100,39,B_exp1,0.639814815,0.882272727,47.19,154,100,62c6e9af92b231de69f69b42,Second,20,20,M,0.242457912
100,20,A_exp1,0.323148148,0.541136364,85.04,77,101,62c6e9af92b231de69f69b42,Second,20,20,M,0.21798821599999996
100,41,C_exp1,0.624074074,0.918181818,39.66,163,102,62c6e9af92b231de69f69b42,Second,20,20,M,0.29410774399999995
100,38,D_exp1,0.549074074,0.864318182,50.47,152,103,62c6e9af92b231de69f69b42,Second,20,20,M,0.315244108
100,40,B_exp1,0.549074074,0.900227273,43.56,158,104,62c6e9af92b231de69f69b42,Second,20,20,M,0.3511531990000001
100,12,B_exp1,0.312962963,0.3975,92.82,46,105,62c6e9af92b231de69f69b42,Second,20,20,M,0.08453703700000004
100,32,C_exp1,0.312962963,0.756590909,65.73,127,106,62c6e9af92b231de69f69b42,Second,20,20,M,0.44362794600000005
100,34,D_exp1,0.312962963,0.7925,61.29,136,107,62c6e9af92b231de69f69b42,Second,20,20,M,0.479537037
100,2,D_exp1,0.312962963,0.217954545,98.2,8,108,62c6e9af92b231de69f69b42,Second,20,20,M,-0.09500841799999998
100,37,B_exp1,0.312962963,0.846363636,53.4,146,109,62c6e9af92b231de69f69b42,Second,20,20,M,0.533400673
100,13,B_exp1,0.312962963,0.415454545,91.98,50,110,62c6e9af92b231de69f69b42,Second,20,20,M,0.10249158200000003
100,25,D_exp1,0.319444444,0.630909091,78.2,100,112,62c6e9af92b231de69f69b42,Second,20,20,M,0.31146464700000004
100,36,A_exp1,0.349074074,0.828409091,56.22,141,114,62c6e9af92b231de69f69b42,Second,20,20,M,0.47933501700000003
100,28,C_exp1,0.352777778,0.684772727,73.36,111,115,62c6e9af92b231de69f69b42,Second,20,20,M,0.33199494900000004
100,42,B_exp1,0.459259259,0.936136364,35.25,166,116,62c6e9af92b231de69f69b42,Second,20,20,M,0.476877105
100,10,D_exp1,0.292592593,0.361590909,94.23,40,117,62c6e9af92b231de69f69b42,Second,20,20,M,0.068998316
100,23,D_exp1,0.311111111,0.595,81.13,92,118,62c6e9af92b231de69f69b42,Second,20,20,M,0.283888889
100,45,C_exp1,0.974074074,0.99,14.13,179,119,62c6e9af92b231de69f69b42,Second,20,20,M,0.01592592599999998
100,30,B_exp1,0.393518519,0.720681818,69.76,118,120,62c6e9af92b231de69f69b42,Second,20,20,M,0.32716329899999996
100,31,B_exp1,0.341666667,0.738636364,67.86,122,121,62c6e9af92b231de69f69b42,Second,20,20,M,0.396969697
100,23,A_exp1,0.341666667,0.595,81.13,89,122,62c6e9af92b231de69f69b42,Second,20,20,M,0.253333333
100,14,B_exp1,0.322222222,0.433409091,91.2,54,123,62c6e9af92b231de69f69b42,Second,20,20,M,0.11118686900000002
100,7,C_exp1,0.322222222,0.307727273,96.03,27,124,62c6e9af92b231de69f69b42,Second,20,20,M,-0.01449494899999998
100,44,A_exp1,0.884259259,0.972045455,23.65,173,125,62c6e9af92b231de69f69b42,Second,20,20,M,0.08778619599999993
100,35,B_exp1,0.485185185,0.810454545,58.87,138,126,62c6e9af92b231de69f69b42,Second,20,20,M,0.32526936
100,17,A_exp1,0.363888889,0.487272727,88.33,65,127,62c6e9af92b231de69f69b42,Second,20,20,M,0.12338383800000002
100,27,C_exp1,0.363888889,0.666818182,75.05,107,128,62c6e9af92b231de69f69b42,Second,20,20,M,0.302929293
100,24,C_exp1,0.363888889,0.612954545,79.66,95,129,62c6e9af92b231de69f69b42,Second,20,20,M,0.24906565600000002
100,11,C_exp1,0.32962963,0.379545455,93.55,43,130,62c6e9af92b231de69f69b42,Second,20,20,M,0.04991582499999997
100,25,A_exp1,0.32962963,0.630909091,78.2,97,131,62c6e9af92b231de69f69b42,Second,20,20,M,0.301279461
100,38,A_exp1,0.444444444,0.864318182,50.47,149,132,62c6e9af92b231de69f69b42,Second,20,20,M,0.419873738
100,12,A_exp1,0.309259259,0.3975,92.82,45,133,62c6e9af92b231de69f69b42,Second,20,20,M,0.08824074100000001
100,12,C_exp1,0.319444444,0.3975,92.82,47,134,62c6e9af92b231de69f69b42,Second,20,20,M,0.07805555600000003
100,22,C_exp1,0.32037037,0.577045455,82.45,87,135,62c6e9af92b231de69f69b42,Second,20,20,M,0.256675085
100,8,D_exp1,0.32037037,0.325681818,95.52,32,136,62c6e9af92b231de69f69b42,Second,20,20,M,0.005311447999999996
100,14,D_exp1,0.32037037,0.433409091,91.2,56,137,62c6e9af92b231de69f69b42,Second,20,20,M,0.11303872100000001
100,2,B_exp1,0.32037037,0.217954545,98.2,6,138,62c6e9af92b231de69f69b42,Second,20,20,M,-0.10241582500000002
100,40,C_exp1,0.742592593,0.900227273,43.56,159,139,62c6e9af92b231de69f69b42,Second,20,20,M,0.15763468000000003
100,6,C_exp1,0.284259259,0.289772727,96.58,23,140,62c6e9af92b231de69f69b42,Second,20,20,M,0.005513468000000021
100,20,D_exp1,0.283333333,0.541136364,85.04,80,141,62c6e9af92b231de69f69b42,Second,20,20,M,0.25780303099999996
100,36,C_exp1,0.405555556,0.828409091,56.22,143,142,62c6e9af92b231de69f69b42,Second,20,20,M,0.42285353500000006
100,29,B_exp1,0.405555556,0.702727273,71.6,114,143,62c6e9af92b231de69f69b42,Second,20,20,M,0.29717171700000006
100,21,A_exp1,0.351851852,0.559090909,83.77,81,144,62c6e9af92b231de69f69b42,Second,20,20,M,0.207239057
100,14,C_exp1,0.364814815,0.433409091,91.2,55,145,62c6e9af92b231de69f69b42,Second,20,20,M,0.06859427600000001
100,5,B_exp1,0.364814815,0.271818182,96.99,18,146,62c6e9af92b231de69f69b42,Second,20,20,M,-0.092996633
100,30,C_exp1,0.364814815,0.720681818,69.76,119,147,62c6e9af92b231de69f69b42,Second,20,20,M,0.35586700299999996
100,29,A_exp1,0.364814815,0.702727273,71.6,113,148,62c6e9af92b231de69f69b42,Second,20,20,M,0.337912458
